"stim";"sent";"race";"glasses";"tattoos";"ztrust";"trust_2nd";"afro";"zAfro";"attract";"fWHR";"zfWHR";"maturity"
318;0;1;0;0;-0.946276237234746;2.689655;1.238095;-1.067112;2.761905;1.651515;-1.650533;6.6
5;1;-1;0;0;-0.095049455868016;2.615385;5.857143;-0.241526;2;1.854895;-0.991463;5.947368
347;0;-1;0;0;-2.22101783275819;2.827586;6.666667;1.004207;4.4;2.135436;0.382348;4.863636
737;0;1;0;0;1.53520067076728;3.2;1.65;-0.486393;1.95;2.081124;0.728987;5.75
676;0;-1;0;0;0.395165617176164;2.866667;5;-1.510838;2.45;1.882433;-0.874929;4.2
572;0;-1;0;0;-0.277455064442596;2.83871;7.090909;1.827144;2.277778;2.155675;0.572007;5.6
637;0;1;1;0;-2.58792671440596;3.322581;1.842105;-0.215556;1.791667;1.869935;-0.420803;6.105263
555;1;-1;0;0;1.12098854264787;2.137931;6.52381;0.764679;2;2.34594;1.671316;5.6
158;1;1;0;0;0.246225965606763;2.4;2.761905;0.897475;1.666667;2.230173;1.518592;5.55
428;0;1;0;0;-0.1453678670494;2.857143;1.631579;-0.512364;2.625;1.673267;-1.389366;6.136364
468;0;-1;0;0;-1.09126498332242;3.392857;6.157895;0.1958;1.944444;2.162036;0.558523;4
322;0;1;1;0;-0.763870628660168;3.62069;1.380952;-0.89012;1.631579;1.93794;-0.067063;6.6
121;1;-1;0;0;0.363906768034739;3.2;5.47619;-0.799739;2.304348;2.125988;0.375186;5.058824
445;1;-1;1;0;-0.74048440558482;2.464286;5.631579;-0.586409;2.5;2.067424;0.103104;4.45
241;0;-1;0;0;0.208960499774976;3.62069;6.588235;0.835788;1.869565;2.118056;0.340549;4.428571
735;0;1;0;0;-0.174851909619395;3.3;1.95;-0.060085;2.05;1.918614;-0.138775;4.15
291;1;1;0;0;-1.06787876024707;3.965517;1.823529;-0.215556;2.263158;1.6667;-1.560251;6.761905
480;1;1;1;0;0.171543637288074;2.392857;2.368421;0.544132;2.083333;1.961569;0.07121;4.857143
421;0;1;0;0;0.986803680756069;2.137931;4.047619;2.246206;1.958333;2.113492;0.866585;4.809524
709;1;1;0;0;1.42119716540817;2.866667;2;0.00705;1.85;2.059912;0.598084;3.3
561;1;-1;0;0;-0.520661934523338;2.451613;6.636364;0.932756;1.733333;2.029135;-0.078876;4.619048
290;1;1;0;0;1.2425910656602;3.206897;2.047619;0.071134;1.894737;2.059912;0.566036;4.6
444;1;-1;0;0;-0.0389250741657034;2.678571;6.578947;0.906898;1.8;2.495763;2.619236;5.25
557;1;-1;0;0;-0.520661934523338;2.741935;6;-0.01753;1.933333;2.027853;-0.064994;5.4
433;1;-1;0;0;-1.02110813815247;3;6.842105;1.177116;1.8;2.319492;1.411615;2.95
597;1;1;0;0;-0.763870628660168;2.322581;1.954545;-0.060085;2.416667;2.369231;2.294311;5.666667
182;1;1;0;0;-1.16594731164111;3.866667;1.529412;-0.656403;2.095238;2;0.272726;4.363636
577;0;-1;0;0;-0.277455064442596;2.83871;6.681818;1.068512;1.944444;2.085221;0.187656;6.1
54;1;1;0;0;0.756177325498714;2.538462;2.142857;0.208456;2.055556;2.044337;0.515477;6.526316
28;0;-1;0;0;0.269761761281142;3.5;5.428571;-0.960672;2.652174;1.877907;-0.955976;5.157895
652;1;-1;0;0;0.794177885933056;3.166667;6.2;0.245995;2.777778;2.31952;1.328317;3.238095
225;1;-1;0;0;0.938582934073292;3.517241;5.882353;-0.193213;2.043478;2.170487;0.558014;5.636364
239;0;-1;0;0;0.634572978430298;3.689655;6.647059;0.948728;2.73913;2.218698;0.827558;5.894737
81;0;1;0;0;-0.034248194361852;2.307692;1.571429;-0.597166;3.190476;2.105047;0.911491;5.909091
669;0;-1;0;0;0.281162111817053;3.533333;5.85;-0.241526;2.388889;2.064322;0.042729;3.904762
226;1;-1;0;0;1.78980789138394;2.413793;5.714286;-0.410506;1.956522;2.035434;-0.075211;4.809524
551;1;-1;0;0;-0.703067543097918;2.451613;6.315789;0.480239;2.666667;2.112391;0.3107;4.714286
324;0;1;0;0;0.330563022787306;3.517241;1.647059;-0.486393;1.684211;1.763636;-1.048856;6.636364
372;1;1;0;0;1.04970260676084;2.419355;1.333333;-0.932842;1.666667;2.032256;0.425884;5.947368
588;1;1;1;0;-0.095049455868016;2.064516;1.772727;-0.328625;1.916667;1.767606;-0.945824;7.190476
560;1;-1;0;0;-0.946276237234746;2.806452;7;1.67941;2.666667;1.904882;-0.801084;6.2
674;0;-1;0;0;0.566170875214832;3.866667;5.9;-0.166861;3;1.890546;-0.901074;4.2
137;0;-1;0;0;-2.16623595633499;3.4;5.714286;-0.444189;2.130435;2.150246;0.497749;4.058824
98;0;1;0;0;0.45216736985572;1.769231;2.095238;0.141321;2.238095;2.134783;1.055329;5.421053
241;0;-1;0;0;-0.21665380293643;3.62069;6.647059;0.932756;2.2;1.91791;-0.686663;5.190476
320;0;1;0;0;0.330563022787306;2.931034;1.529412;-0.656403;2.105263;1.86663;-0.45772;6.85
594;1;1;0;0;0.269761761281142;2.258065;1.590909;-0.569702;2;1.823219;-0.695248;6
468;0;-1;0;0;-1.09126498332242;3.142857;6.105263;0.13966;2.777778;1.888506;-0.854604;5
536;0;1;0;0;-0.670329384470952;2.806452;1.947368;-0.067152;1.791667;2.016955;0.401628;5.363636
465;0;-1;0;0;-1.16142000443629;2.535714;6.157895;0.218255;2.266667;2.280769;1.275957;3.9
58;1;1;0;0;0.330563022787306;3.115385;1.705882;-0.407608;1.555556;1.897204;-0.288527;6.526316
440;1;-1;0;0;-1.51220058217389;3;6.105263;0.13966;2.666667;2.333165;1.44303;3.8
522;0;1;0;0;-0.459860673017174;2.83871;2;0.00705;2;2.12375;0.9552;5.818182
650;1;-1;0;0;0.395165617176164;3.066667;6.545455;0.768421;3.388889;2.143738;0.497749;3.904762
728;0;1;1;0;-0.00384665158072692;2.4;1.65;-0.486393;1.777778;1.871891;-0.422528;5.85
319;0;1;0;0;0.86100765280261;3.344828;1.705882;-0.407608;2.105263;1.742652;-1.137284;6.761905
513;0;1;0;0;-0.0389250741657034;2.827586;1.714286;-0.395761;1.75;1.632659;-1.738511;5.909091
710;1;1;0;0;1.42119716540817;2.966667;1.35;-0.865707;1.75;1.972598;0.135458;5.4
10;1;-1;1;0;-1.3110874543839;3.346154;5.619048;-0.586409;2.608696;2.025808;-0.103525;3.095238
389;1;1;0;0;0.923906578807381;2.862069;1.190476;-1.201383;2.105263;2.035359;0.495918;4.954545
79;0;1;0;0;0.573771716924134;3.269231;1.619048;-0.530031;2.238095;1.537853;-2.033482;6.947368
559;1;-1;0;0;-0.581465020085588;2.387097;6.636364;0.925611;3.066667;2.112391;0.27506;4.619048
70;1;1;0;0;1.12098854264787;2.461538;2.095238;0.141321;1.833333;2.176948;1.241539;4.368421
474;0;-1;0;0;-1.25028436882165;3.142857;6.736842;0.978008;2.444444;2.080394;0.149289;4.047619
84;0;1;1;0;0.816978587004878;2.333333;1.571429;-0.597166;1.952381;2.098014;0.783427;5.842105
584;1;1;0;0;-0.39905941151101;2.193548;1.363636;-0.865707;1.583333;2.272096;1.986426;6.3
670;0;-1;0;0;-0.00384665158072692;3;6.25;0.333836;2.666667;1.962905;-0.407016;4.85
647;0;1;0;0;-1.97990680311997;2.16129;1.818182;-0.26149;2.3;1.975158;0.138188;5.65
317;0;1;0;0;-0.642266281591752;3.62069;1.529412;-0.656403;1.842105;1.721635;-1.25136;6.363636
28;0;-1;0;0;0.634572978430298;3.566667;6.095238;0.118225;2;2.116241;0.316501;5.863636
372;1;1;0;0;0.294920966871833;2.310345;1.52381;-0.656403;2.157895;1.980525;0.16225;6.294118
182;1;1;0;0;-1.16594731164111;3.066667;1.411765;-0.826036;2.142857;1.866588;-0.420803;5.235294
662;1;-1;0;0;0.509169122535276;2.666667;6.15;0.218255;2.5;2.163337;0.558014;4.85
95;0;1;1;0;-0.277455064442596;2.346154;1.842105;-0.215556;1.904762;1.779802;-0.905762;7.105263
164;1;1;0;0;0.540427971676702;2.2;1.428571;-0.826036;1.952381;2.06338;0.656156;5.842105
384;1;1;1;0;-0.334062821007631;2.827586;1.857143;-0.1852;1.894737;1.86042;-0.485876;7.136364
122;1;-1;0;0;-0.224499068161223;2.6;5.142857;-1.035694;2.285714;1.926967;-0.704443;4.909091
356;0;-1;0;0;-1.46623619286918;2.758621;5.47619;-0.799739;3.111111;1.862637;-1.00539;5.409091
664;1;-1;0;0;0.566170875214832;3.4;6.7;0.978008;2;2.280853;1.242122;4
248;0;-1;0;0;0.695374239936464;3.965517;4.631579;-2.389254;3.066667;2.252232;1.04328;6.909091
431;0;1;0;0;1.11260153276561;2.931034;1.52381;-0.656403;2.789474;1.86663;-0.450299;6.35
513;0;1;0;0;-1.16142000443629;2.214286;2.631579;0.852954;2.916667;1.719498;-1.25136;6
322;0;1;0;0;1.36419541272861;3.172414;2.428571;0.678402;1.894737;1.93617;-0.07675;7.176471
620;0;1;0;0;0.0873561527065622;2.483871;2.727273;0.993937;2.3;1.735518;-1.168553;6.409091
660;1;-1;0;0;0.908181391292167;3.033333;5.8;-0.30197;2.722222;2.1861;0.668786;4.5
16;1;-1;0;0;0.330563022787306;3.230769;5.857143;-0.253316;2;2.095933;0.330985;4
610;1;1;0;0;-0.520661934523338;2.709677;2.136364;0.208456;3.15;1.770884;-0.999663;5.333333
670;0;-1;0;0;-0.687867683735398;2.966667;6.65;0.932756;2.555556;1.888506;-0.918399;4.4
277;1;1;0;0;1.97221349995851;2.448276;2.380952;0.504641;1.619048;2.355134;2.166792;6.045455
179;1;1;1;0;0.83462997774664;2.333333;2.380952;0.519719;2.190476;2.063538;0.620603;6.529412
513;0;1;1;0;-1.09126498332242;2.392857;3;1.416889;1.875;1.736759;-1.219576;6.190476
558;1;-1;0;0;0.0873561527065622;2.290323;5.090909;-1.581947;1.722222;2.254464;1.022785;4.6
717;0;1;0;0;0.965183143971723;1.6;1.65;-0.486393;2.45;2.012821;0.305709;6.65
680;0;-1;0;0;0.851179638612611;2.866667;5;-1.598679;1.75;2.495763;2.060472;4.8
141;0;-1;1;0;-1.98971475269302;3.133333;6.333333;0.480239;2;2.164935;0.616838;5.190476
373;1;1;0;0;-0.459860673017174;2.482759;1.333333;-0.932842;1.428571;2.070031;0.619741;5.333333
231;1;-1;0;0;-0.642266281591752;3.758621;4.588235;-2.577486;1.380952;2.138213;0.497749;4.714286
101;0;1;1;0;-0.277455064442596;2.633333;4.809524;4.166074;2.285714;1.800382;-0.814424;6.411765
518;0;1;1;1;-0.0389250741657034;2.75;1.941176;-0.067152;2.5;1.820455;-0.7843;7
221;1;-1;0;0;1.4230358139426;2.413793;4.285714;-1.862204;1.666667;2.195652;0.64587;4.809524
526;0;1;0;0;-0.179236940449528;3.064516;2.904762;1.205413;2.916667;1.699064;-1.334896;4.409091
678;0;-1;0;0;0.965183143971723;2.866667;5;-1.375082;1.95;2.34594;1.746392;4.8
454;0;-1;0;0;-0.83725240498972;2.571429;6.789474;1.124411;2.133333;2.135436;0.432906;3.428571
215;0;1;0;0;0.695374239936464;2.8;2.470588;0.647886;2.315789;1.909639;-0.185949;6.772727
274;1;1;0;0;0.391366108349556;3.482759;1.333333;-0.954203;2.842105;2.419718;2.657582;6.619048
143;0;-1;0;0;-0.930585706785161;3.433333;5.238095;-1.084178;2.043478;2.04918;-0.022393;5.809524
99;0;1;0;0;0.330563022787306;3.2;2.47619;0.678402;2.428571;1.727596;-1.220491;6
493;1;1;0;0;-0.0389250741657034;2.785714;1.631579;-0.512364;1.541667;1.648728;-1.609169;6.545455
184;0;1;0;0;0.540427971676702;2.115385;1.47619;-0.731437;2.052632;1.631434;-1.738511;6.117647
442;1;-1;0;0;-0.670329384470952;3.178571;6.105263;0.158153;1.8;2.209596;0.855811;3.238095
84;0;1;0;0;1.66820536837161;2.333333;2.380952;0.544132;1.571429;1.810047;-0.745086;5.409091
424;0;1;0;0;-0.83725240498972;3.357143;1.842105;-0.215556;2.25;1.765141;-1.021395;6.809524
485;1;1;0;0;0.171543637288074;2.607143;1.789474;-0.274917;3.041667;2.051567;0.575126;5.294118
406;0;1;0;0;-4.4853645764813;2.37931;1.238095;-1.067112;1.736842;1.601894;-2.046101;6.8
536;0;1;0;0;0.101386792118118;2.516129;2.727273;1.081213;1.708333;2.12375;0.987053;5.294118
71;1;1;1;0;1.78980789138394;2.346154;2.823529;1.282619;3.277778;2.092262;0.768356;4.380952
199;0;1;0;0;0.30506636682075;3.666667;1.571429;-0.597166;2.380952;1.86898;-0.417908;5.823529
404;0;1;0;0;-2.28391675876296;2.827586;1.428571;-0.822266;1.789474;1.588462;-1.93599;7.272727
705;1;1;0;0;1.42119716540817;3.766667;4.5;5.84781;2.05;2.280853;1.767118;4.6
740;0;1;0;0;-0.23185366229895;3.366667;3.15;1.491091;1.944444;2.027853;0.449997;4.85
144;0;-1;0;0;0.187385564392776;3.2;5.809524;-0.30197;1.869565;1.872015;-0.955976;4.588235
76;0;1;1;0;0.573771716924134;2.423077;1.571429;-0.597166;1.952381;2.184343;1.304132;5.842105
169;1;1;1;0;0.540427971676702;2.615385;1.714286;-0.395761;2.391304;1.793306;-0.85895;6.263158
139;0;-1;1;0;-0.401020271803185;3.4;6.095238;0.12469;2.130435;1.80084;-1.416458;4.681818
191;0;1;0;0;-0.165658666947236;2.866667;1.571429;-0.597166;2.761905;1.724462;-1.26306;7.526316
342;1;-1;0;0;-0.334062821007631;2.931034;6.235294;0.355797;3.333333;2.200952;0.836489;5.545455
183;1;1;0;0;0.187385564392776;2.766667;1.411765;-0.826036;2.238095;2.4069;2.500558;6.631579
57;1;1;0;0;0.756177325498714;2.5;1.571429;-0.597166;2.5;2.007042;0.287524;6.294118
520;0;1;1;0;-0.38970382784722;2.392857;1.619048;-0.556885;2.708333;1.955378;0.024308;4.55
627;0;1;0;0;-0.763870628660168;2.935484;1.454545;-0.739335;2.5;2.109332;0.893837;5.294118
419;0;1;0;0;-1.40333726686441;2.821429;1.409091;-0.826036;2.041667;1.656283;-1.609169;6.95
38;0;-1;0;0;-0.277455064442596;2.538462;6.52381;0.797001;2.391304;1.814803;-1.231754;5.578947
158;1;1;0;0;-0.165658666947236;2.566667;1.857143;-0.1852;1.904762;1.961569;0.07994;5.761905
688;1;1;0;0;2.1622199502424;2.666667;3.045455;1.491091;2.4;1.745666;-1.088388;5.15
116;1;-1;0;0;-0.695222277873126;2.730769;6.190476;0.245995;2.086957;1.939895;-0.519484;5.263158
193;0;1;0;0;0.0108643607508133;3.066667;2.333333;0.430002;4;1.696429;-1.299247;5.904762
231;1;-1;0;0;1.78980789138394;2.551724;6.705882;1.000634;2.521739;1.891252;-0.874929;4.55
315;0;1;1;0;0.573771716924134;2.689655;1.666667;-0.462896;1.809524;2.026254;0.416471;5.333333
618;0;1;0;0;-0.824671890166332;3.096774;3.764706;2.685744;2.45;1.905;-0.259297;4.470588
715;0;1;0;0;0.167158606457941;3.733333;2;0.00705;2.45;2.192308;1.315802;6.1
726;0;1;1;0;0.395165617176164;2.133333;1.4;-0.822266;3.45;1.827454;-0.695174;5.6
358;0;-1;0;0;1.99318102466416;3.068966;4.470588;-2.293046;2.173913;2.175996;0.699113;4.285714
734;0;1;0;0;0.338163864496608;2.766667;1.8;-0.289758;2.7;1.751401;-1.086777;5.75
657;1;-1;0;0;0.794177885933056;3.533333;4.4;-2.221936;2.55;2.263061;1.215005;4
687;1;1;0;0;1.93421293952417;2;2.1;0.135218;1.95;2.245699;1.56818;5.857143
249;0;-1;0;0;0.695374239936464;3.551724;6.142857;0.218255;2;2.175996;0.668786;5.863636
644;0;1;0;0;-1.97990680311997;3.322581;2;0.00705;2.05;1.635936;-1.772014;5.6
106;0;1;0;0;0.208960499774976;3.230769;2.095238;0.135218;2.333333;1.867944;-0.425908;6.529412
286;1;1;0;0;1.2425910656602;2.724138;1.380952;-0.865707;2.263158;2.043987;0.530711;5.882353
468;0;-1;0;0;-1.09126498332242;3.392857;6.157895;0.186103;2.444444;1.888506;-0.854604;5.7
667;1;-1;0;0;0.45216736985572;3.2;5.6;-0.586409;3.944444;2.01298;-0.207902;3.85
139;0;-1;0;0;-2.04855515390701;3.4;5.619048;-0.657519;2.173913;2.09724;0.316501;3.25
86;0;1;1;0;0.208960499774976;3.653846;2.705882;0.946943;2.047619;1.844595;-0.575167;7
322;0;1;0;0;0.330563022787306;3.517241;1.842105;-0.215556;1.894737;2.184343;1.224922;6.333333
733;0;1;0;0;1.47819891808773;1.7;1.4;-0.798572;3.45;1.823205;-0.693945;5.15
595;1;1;0;0;-1.06787876024707;2.193548;2.045455;0.081252;2.375;2.227887;1.37818;5.294118
463;0;-1;0;0;-1.16142000443629;2.642857;6.157895;0.186103;2.266667;2.208333;0.868159;3.952381
642;0;1;0;0;-0.277455064442596;3.258065;1.6;-0.556885;2.5;2.012821;0.254462;5.428571
211;0;1;1;0;-3.28420540345684;2.733333;1.238095;-1.071061;1.857143;1.57648;-2.136188;5.619048
306;0;1;0;0;1.54660102130319;2.366667;2.714286;0.946943;3.263158;2.053571;0.579046;4.473684
513;0;1;0;0;0.45216736985572;2.75;2;0.00705;2.041667;1.631648;-1.759315;6.409091
553;1;-1;0;0;-0.946276237234746;2.645161;6.681818;1.082802;2.5;1.993521;-0.316635;5.2
718;0;1;1;0;0.965183143971723;2.8;2.95;1.168094;2.1;1.736842;-1.168097;5.75
73;1;1;1;0;0.45216736985572;2.5;1.619048;-0.530031;1.833333;2.001601;0.33276;5.631579
589;1;1;0;0;0.269761761281142;2.193548;2.409091;0.570986;2.375;2.068966;0.632008;5.428571
439;1;-1;0;0;-1.02110813815247;2.896552;6.421053;0.611231;1.8;1.965375;-0.477025;4.909091
476;1;1;0;0;-0.600172539300997;2.857143;1.285714;-0.999977;2.708333;1.777426;-0.957013;6.6
613;1;1;0;0;0.208960499774976;2.258065;2.136364;0.218526;2.8;1.851111;-0.561897;5.333333
675;0;-1;0;0;0.965183143971723;2.633333;6.25;0.375446;3;2.061538;0.010285;4.85
480;1;1;1;0;-0.600172539300997;3.357143;2.095238;0.148034;2.708333;1.80243;-0.847765;5.666667
482;1;1;0;0;0.732791102423366;2.178571;2.052632;0.081252;2.666667;2.092262;0.809364;5.863636
159;1;1;0;0;0.9523126042307;2.5;2.190476;0.275591;2;2.176948;1.240611;5.058824
592;1;1;0;0;-0.095049455868016;2.193548;1.590909;-0.569702;1.625;2.190512;1.325487;5.25
564;0;-1;0;0;-0.179236940449528;2.83871;6.954545;1.4079;1.666667;2.076008;0.083627;5.6
196;0;1;0;0;0.59926837289069;3.1;2.380952;0.544132;2.142857;1.596591;-1.93599;6.772727
481;1;1;0;0;0.171543637288074;2.928571;2;0.00705;2.666667;2.033871;0.495918;6.294118
569;0;-1;0;0;-1.25028436882165;3.225806;7.136364;1.475777;2.2;1.979452;-0.389829;4.904762
78;0;1;1;0;0.816978587004878;2.076923;2.363636;0.544132;1.571429;2.068653;0.648611;5.473684
155;1;1;0;0;-0.224499068161223;2.5;2.190476;0.303859;1.904762;2.031725;0.437299;5.857143
631;0;1;0;0;0.148157414212726;2.709677;1.545455;-0.633785;3.05;2.060961;0.577079;6.95
645;0;1;0;0;1.18178980415404;2.766667;2.3;0.430002;1.8;1.736842;-1.214192;6.761905
316;0;1;0;0;1.97221349995851;3.37931;1.882353;-0.141354;1.473684;2.236607;1.718928;5.380952
234;1;-1;1;0;1.42499667423478;2.586207;5.176471;-1.247313;1.714286;2.21217;0.827558;4.238095
624;0;1;1;0;0.148157414212726;2.129032;2.363636;0.519719;2.35;1.714691;-1.241643;7.210526
230;1;-1;0;1;1.78980789138394;2.862069;5.882353;-0.15975;1.695652;2.384025;1.590868;4.666667
595;1;1;0;0;-0.946276237234746;2.548387;1.727273;-0.36396;1.583333;1.872399;-0.42869;6.45
65;1;1;0;0;0.148157414212726;2.923077;1.952381;-0.060085;1.777778;1.792196;-0.847765;6.238095
304;0;1;0;0;-0.15585071737418;2.62069;1.714286;-0.395761;2.142857;2.204489;1.50808;5.666667
518;0;1;0;0;-0.459860673017174;2.392857;2;0.00705;2.416667;1.886119;-0.381601;6.904762
389;1;1;0;0;1.36419541272861;2.310345;1.571429;-0.597166;1.736842;2.032256;0.418755;5.947368
479;1;1;1;0;-0.880796271868645;3.551724;1.285714;-0.999977;2.916667;1.996664;0.284516;5.047619
369;1;1;1;0;1.36419541272861;2.37931;1.285714;-0.999977;2.533333;1.924842;-0.145513;6.954545
154;1;1;0;0;-0.106818265733248;2.533333;1.47619;-0.731437;1.904762;2.048333;0.525328;6.736842
596;1;1;0;0;-0.763870628660168;2.483871;1.727273;-0.36396;1.791667;2.227887;1.402848;4.55
73;1;1;0;0;1.06018545708562;2.033333;1.619048;-0.530031;3.833333;1.674202;-1.299247;6.947368
267;1;1;0;0;1.18178980415404;2.793103;1.411765;-0.838853;1.578947;1.775395;-0.999663;6.761905
204;0;1;0;0;0.716949175318664;2.5;1.714286;-0.395761;2.047619;1.596591;-2.339541;6.529412
20;1;-1;0;0;0.634572978430298;3;5.809524;-0.316192;2.130435;1.825838;-1.134894;5.947368
629;0;1;0;0;-1.37188871589007;2.225806;1.954545;-0.060085;2.1;1.871891;-0.42869;5.857143
394;1;1;0;0;-1.02594735894795;2.821429;1.894737;-0.158813;1.894737;1.932883;-0.085141;5.588235
46;1;1;1;0;0.148157414212726;3.076923;1.705882;-0.407608;1.5;1.857287;-0.505511;5.631579
687;1;1;0;0;1.13618840201039;2.633333;2.4;0.583803;2.6;1.745666;-1.154778;6
242;0;-1;0;0;-0.21665380293643;3.62069;6.647059;0.925611;2;1.975222;-0.459176;4.428571
190;0;1;0;0;-1.28362811406909;3.366667;1.761905;-0.328625;1.736842;1.743379;-1.106981;7
234;1;-1;0;0;1.72900662987777;2.758621;6.941176;1.318587;2.304348;2.155675;0.558523;5.142857
527;0;1;0;0;-1.72266929362767;2.785714;1.947368;-0.075881;1.75;1.824675;-0.677817;6.190476
629;0;1;0;0;-2.58792671440596;2.709677;1.590909;-0.569702;2.6;1.802137;-0.8562;7.5
176;1;1;0;0;-1.16594731164111;3.066667;1.619048;-0.530031;2.052632;1.866588;-0.444627;5.235294
697;1;1;0;0;1.2501919073695;2.633333;2.55;0.71197;1.8;1.907925;-0.208828;5.6
265;1;1;0;0;1.18178980415404;2.62069;1.882353;-0.141354;1.578947;1.99368;0.227955;6.333333
490;1;1;0;0;-0.179236940449528;2.892857;1.947368;-0.067152;2.916667;2.25942;1.691282;5.904762
488;1;1;0;0;-0.530017518187129;2.714286;1.894737;-0.158813;2.833333;1.770884;-0.999663;5.333333
620;0;1;0;0;0.938582934073292;2.419355;2.842105;1.282619;2.6;1.714691;-1.25136;7.263158
81;0;1;0;0;0.573771716924134;2.115385;1.571429;-0.597166;1.952381;2.016873;0.36511;5.526316
328;1;-1;0;0;1.36419541272861;1.827586;6.952381;1.318587;2.866667;2.313462;1.44303;4.818182
200;0;1;0;0;-0.3421798705892;3.333333;1.571429;-0.597166;1.736842;2.108465;0.877123;7
96;0;1;0;0;0.938582934073292;3.307692;2.095238;0.141321;1.952381;2.016873;0.404104;6.368421
523;0;1;0;0;-0.179236940449528;2.83871;1.619048;-0.556885;2.166667;2.017857;0.365558;4.882353
347;0;-1;0;0;-1.15174338690141;2.758621;6.117647;0.13966;4.533333;1.956312;-0.512511;4.045455
570;0;-1;0;0;-0.642266281591752;2.516129;4.909091;-1.439728;1.708333;1.905;-0.808506;6.52381
244;0;-1;0;0;-0.21665380293643;3.172414;6.588235;0.906898;2.866667;2.135436;0.374436;3.952381
21;1;-1;0;0;-1.9191055416138;3.961538;6.571429;0.906898;3.043478;1.663509;-1.985538;5.421053
449;1;-1;0;0;-0.21665380293643;2.285714;5.947368;-0.096125;1.888889;2.067424;0.118063;4.65
719;0;1;0;0;1.47819891808773;3.166667;2.2;0.303859;1.95;1.869935;-0.45772;3.95
380;1;1;1;0;-0.648555626975405;2.827586;1.285714;-0.999977;1.789474;2.055588;0.575126;5.333333
424;0;1;0;0;0.986803680756069;2.241379;6.142857;3.833755;2.789474;2.135582;1.064647;4.571429
498;1;1;1;0;-0.249391961563397;2.642857;2.526316;0.71197;2.875;1.851111;-0.543573;5.857143
309;0;1;0;0;1.54660102130319;3.37931;1.529412;-0.664301;2.105263;1.84676;-0.562279;7.428571
7;1;-1;0;0;0.330563022787306;3.269231;5.47619;-0.728629;2.913043;1.9;-0.821664;5.263158
22;0;-1;0;0;-0.459860673017174;2.807692;5.952381;-0.08864;2.086957;1.654167;-1.85318;5.947368
692;1;1;0;0;1.93421293952417;2.666667;3.9;2.495001;1.45;2.254464;1.617959;5.05
134;0;-1;0;0;0.0108643607508133;3.384615;4.333333;-1.862204;2.619048;2.072996;0.107731;4.526316
675;0;-1;0;0;0.395165617176164;2.866667;6.65;0.925611;3.222222;2.216149;0.87089;4
627;0;1;0;0;-1.37188871589007;2.483871;1.5;-0.697869;3.05;2.132083;0.98313;5.45
589;1;1;1;0;0.391366108349556;1.709677;1.772727;-0.328625;2.166667;1.712888;-1.374934;6.909091
78;0;1;1;0;0.330563022787306;2.692308;1.571429;-0.597166;1.428571;1.845137;-0.575167;6.894737
650;1;-1;0;0;0.053155101098829;3.433333;6.35;0.532636;1.866667;2.161979;0.572007;3.857143
678;0;-1;0;0;-0.630865931055842;2.966667;6.8;1.191338;2.111111;2.365942;1.63993;4
416;0;1;1;0;-1.71783007283219;3.071429;2.095238;0.141321;2.842105;2.03125;0.446423;4.363636
541;1;-1;0;0;-1.65251244845771;2.645161;6.681818;0.978008;2.733333;2.033784;-0.13718;4.190476
639;0;1;0;0;1.48579975979703;2.419355;1.545455;-0.633785;2.8;1.727273;-1.220491;6.772727
126;1;-1;0;1;-0.871743481515088;3.8;5.047619;-1.375082;1.777778;1.689878;-1.906465;4.647059
642;0;1;0;0;0.391366108349556;3.566667;2.7;0.879808;2.15;1.976402;0.116294;5.380952
292;0;1;0;0;0.512968631361884;3.689655;1.529412;-0.656403;3.157895;1.84676;-0.561897;6.761905
54;1;1;1;0;0.634572978430298;2.115385;1.47619;-0.731437;2.888889;1.642948;-1.745221;7.526316
336;1;-1;0;0;0.483615920830064;1.827586;6.190476;0.266909;2.6;2.083127;0.149289;5.333333
48;1;1;1;0;-0.33825632594876;2.846154;1.666667;-0.462896;1.777778;1.874511;-0.361754;5.705882
265;1;1;0;0;1.30339415122245;3.344828;1.588235;-0.573471;1.761905;2.192281;1.240611;7
